event_id,event_type,weight,text_zh,text_en,reward_type,reward_value,min_realm,special_animation,biography_importance
workout_010,workout,8,拉伸时听见骨头咔咔响,My joints cracked loudly during stretches,none,0,,,normal
workout_011,workout,10,背着石头爬了半座山,Carried rocks half way up the mountain,qi,6,,,normal
workout_012,workout,8,练拳时一拳打偏了打到树,Missed a punch and hit a tree instead,qi,5,,,normal
workout_013,workout,10,做俯卧撑做到手软,Did push-ups until my arms gave out,qi,6,,,normal
workout_014,workout,10,终于能轻松扛起那块大石,Can finally lift that big rock with ease,qi,5,,,normal
workout_015,workout,8,晨跑时遇见了打太极的老人,Met an old man doing tai chi on my run,none,0,,,normal
workout_016,workout,12,锻体之后胃口好得吓人,My appetite is huge after a workout,none,0,,,normal
workout_017,workout,8,练功练得衣服都湿透了,Trained until my clothes were soaked through,none,0,,,normal
workout_018,workout,8,举重物时喊出了声,Let out a grunt lifting something heavy,none,0,,,normal
workout_019,workout,8,把锻体当成了发泄的方式,Used training to blow off steam,qi,6,,,normal
workout_020,workout,10,练完拉伸整个人轻松了,Felt light all over after stretching,none,0,,,normal
workout_021,workout,10,跳起来想摸高结果摔了,Jumped to touch a branch and fell,none,0,,,normal
workout_022,workout,12,练腿练到走路像螃蟹,My legs are so sore I walk like a crab,none,0,,,normal
workout_023,workout,10,扛着同伴练负重深蹲,Did weighted squats carrying a friend,qi,6,,,normal
workout_024,workout,12,打沙袋打出了节奏感,Found a rhythm hitting the sandbag,qi,5,,,normal
workout_025,workout,12,锻体时被自己的力气吓到,Surprised myself with my own strength,qi,5,,,normal
workout_026,workout,8,练功间隙喝了一大碗水,Gulped a huge bowl of water mid-workout,none,0,,,normal
workout_027,workout,8,徒手掰弯了一根细铁条,Bent a thin iron rod with bare hands,qi,6,,,normal
workout_028,workout,10,站桩时蚊子叮也不敢动,Held my stance even as mosquitoes bit,qi,3,,,normal
workout_029,workout,8,练完功躺在地上看天,Lay on the ground after training watching the sky,none,0,,,normal
workout_030,workout,10,把搬米也算进了锻体计划,Counted hauling rice as part of training,none,0,,,normal
workout_031,workout,8,练拳练出了风声,My punches started whistling through the air,qi,3,,,normal
workout_032,workout,12,拉伸时摸到了自己的脚尖,Finally touched my toes during a stretch,none,0,,,normal
workout_033,workout,10,锻体后肌肉酸得很有成就感,Sore muscles but proud after a workout,none,0,,,normal
workout_034,workout,10,跑步时被一条狗追了一段,A dog chased me partway through my run,none,0,,,normal
workout_035,workout,8,举石锁举出了花样,Started showing off with the stone lock,qi,5,,,normal
workout_036,workout,10,练功时哼着号子很带劲,Chanted a work song while training,qi,5,,,normal
workout_037,workout,10,终于做到了一个标准的动作,Finally nailed one perfect form,none,0,,,normal
workout_038,workout,10,锻体后泡了个热水澡很舒服,A hot bath after training felt wonderful,qi,5,,,normal
workout_039,workout,10,练得太猛拉伤了一点点,Pushed too hard and pulled something slightly,none,0,,,normal
workout_040,workout,10,把今天的力气全用光了,Used up every bit of strength today,qi,6,,,normal
special_001,workout,2,偶然踩上木剑乱飞一圈，竟有几分御剑天赋,Accidentally rode a wooden sword in circles and showed a hint of sword-flight talent,qi,18,3,sword_fly_fail,important
special_002,cultivate,2,成功御剑飞行片刻，落地后觉得自己已经半只脚成仙了,Successfully flew on a sword for a short while and felt half-immortal upon landing,qi,45,7,sword_fly,major
special_003,cultivate,2,体内灵根忽然震动，周身灵气微微流转,A spiritual root suddenly resonated as spiritual energy swirled around the body,luck,5,5,root_awaken,major
special_004,cultivate,3,福至心灵，当场顿悟，修炼速度都快了几分,"A sudden moment of enlightenment struck, making cultivation feel smoother",insight,10,3,dunwu,important
special_005,cultivate,1,一夜顿悟，仿佛看见了天道在给自己点头,An overnight enlightenment felt like the heavens were nodding in approval,breakthrough_bonus,8,7,dunwu,major
special_006,cultivate,2,突破时被雷轻轻劈了一下，头发先悟了道,A light bolt struck during breakthrough; the hair attained enlightenment first,insight,8,3,thunder_hit,important
special_007,alchemy,2,炼丹时火候失控，小丹炉当场炸开,Alchemy control slipped and the small furnace exploded on the spot,lifespan,-2,5,alchemy_boom,important
special_008,alchemy,1,刚夸自己手稳，下一秒丹炉炸得很有节奏,"Right after bragging about steady hands, the furnace exploded with rhythm",qi,30,7,alchemy_boom,major
special_009,alchemy,3,吞下丹药后胃里翻江倒海，差点原地悟出肠胃经,"After swallowing a pill, the stomach churned wildly and nearly invented a digestive scripture",lifespan,-1,3,pill_backfire,important
special_010,alchemy,2,丹药药力过猛，脸色一阵青一阵白,"The pill was too potent, turning the face several shades of green and pale white",insight,5,5,pill_backfire,important
special_011,lazy,3,低头一看，竟在路边捡到几块灵石，开心得原地蹦了一下,"Looked down and found spirit stones by the roadside, causing a happy little hop",stone,3,,stone_found,important
special_012,lazy,2,误打误撞发现小宝箱，里面竟真有好东西,"By pure luck, a small treasure chest was found and actually contained something valuable",stone,8,3,luck,important
special_013,cultivate,1,林间偶遇灵兽，对方看了你一眼，像是在说有点前途,A spirit beast glanced over as if seeing some potential,luck,8,5,beast_encounter,major
special_014,lazy,3,追着一只灵蝶跑了半天，结果心情意外地很好,Spent half the day chasing a spirit butterfly and ended up in a good mood,qi,8,,chase_butterfly,normal
special_015,cultivate,2,今天突然想通了人生，虽然只想通了三秒,"Life suddenly made sense today, although only for about three seconds",insight,5,,dunwu,important
special_016,cultivate,2,修炼时灵气绕体而行，气势一下像模像样起来,"During cultivation, spiritual energy circled the body and the aura suddenly looked impressive",qi,25,5,aura_burst,important
special_017,cultivate,1,一瞬间灵光冲顶，仿佛差点就要原地小飞升,"A flash of inspiration surged upward, almost like a tiny ascension on the spot",breakthrough_bonus,10,7,ascend_small,major
special_018,workout,3,走路时自己绊到自己，幸好没有被别人看见,Tripped over nothing while walking and fortunately nobody important saw it,none,0,,trip_fail,normal
special_019,lazy,3,被人轻轻戳了一下，当场进入生气模式,Got lightly poked and instantly entered an offended state,none,0,,angry,normal
special_020,lazy,4,偷懒半天后伸了个大懒腰，结果筋骨居然舒畅了不少,"After slacking off, one long stretch somehow improved the body",qi,6,,stretch_lazy,normal
special_021,lazy,3,忽然想起自己还在修仙，于是开心地跳了一下继续努力,Suddenly remembered the goal of cultivation and gave a happy hop before continuing,qi,5,,happy,normal
special_022,cultivate,2,体内似有一线灵机苏醒，离真正觉醒只差一步,"A trace of spiritual potential stirred within, one step from awakening",insight,6,5,root_awaken,important
special_023,sleep,2,梦里御剑飞行三千里，醒来发现自己还在床上,"Flew three thousand miles by sword in a dream, then woke up still in bed",qi,10,3,sword_fly_fail,normal
special_024,cultivate,1,风起时脚下小剑轻鸣，像是在催他出门装一下,"When the wind rose, the little sword hummed as if asking for a stylish flight",qi,35,7,sword_fly,important
cultivate_081,cultivate,10,打坐时睡着了。,Fell asleep during meditation.,none,0,,,normal
cultivate_082,cultivate,8,偷偷翘掉今天的修炼。,Skipped today's cultivation session.,none,0,,,normal
cultivate_083,cultivate,8,认真修炼了一整天。,Trained diligently all day.,qi,10,,,normal
lazy_081,lazy,7,在地上发现一块灵石。,Found a Spirit Stone on the ground.,stone,1,,,normal
alchemy_051,alchemy,6,捡到别人掉落的丹药。,Found a dropped cultivation pill.,qi,10,,,normal
lazy_082,lazy,10,对着天空发呆半小时。,Stared at the sky for half an hour.,none,0,,,normal
cultivate_084,cultivate,8,冥想时流口水。,Drooled during meditation.,none,0,,,normal
sleep_051,sleep,5,醒来发现只是做梦。,Woke up and realized it was a dream.,none,0,,,normal
lazy_083,lazy,8,决定今天开始努力。,Decided to work harder today.,qi,5,,,normal
alchemy_052,alchemy,4,炼丹炉炸了。,The alchemy furnace exploded.,qi,-5,,,normal
alchemy_053,alchemy,3,炼丹炉又炸了。,The alchemy furnace exploded again.,qi,-5,,,normal
alchemy_054,alchemy,2,炼丹炉第三次炸了。,The alchemy furnace exploded for the third time.,qi,-10,,,normal
lazy_084,lazy,2,不小心把灵石当糖吃。,Mistook a Spirit Stone for candy.,qi,-5,,,normal
lazy_085,lazy,2,试图教石头修仙。,Tried teaching a rock how to cultivate.,qi,5,,,normal
lazy_086,lazy,2,对蚂蚁讲道。,Gave a lecture to an ant.,qi,5,,,normal
lazy_087,lazy,2,被自己的影子吓到。,Got scared by his own shadow.,none,0,,,normal
lazy_088,lazy,4,怀疑自己是天才。,Began believing he is a genius.,qi,10,,,normal
lazy_089,lazy,4,怀疑自己是废物。,Began doubting his talent.,qi,-5,,,normal
cultivate_085,cultivate,8,决定明天再修炼。,Decided to cultivate tomorrow instead.,none,0,,,normal
lazy_090,lazy,6,找到2枚灵石。,Found 2 Spirit Stones.,stone,2,,,normal
lazy_091,lazy,3,找到5枚灵石。,Found 5 Spirit Stones.,stone,5,,,normal
lazy_092,lazy,4,丢失1枚灵石。,Lost a Spirit Stone.,stone,-1,,,normal
lazy_093,lazy,2,灵石被老鼠偷走。,A mouse stole a Spirit Stone.,stone,-2,,,normal
lazy_094,lazy,2,灵石藏在床底。,Hid Spirit Stones under the bed.,stone,1,,,normal
lazy_095,lazy,3,忘记灵石放哪里。,Forgot where the Spirit Stones were hidden.,stone,-1,,,normal
lazy_096,lazy,1,灵石意外增值。,Spirit Stones unexpectedly increased in value.,stone,3,,,normal
lazy_097,lazy,1,灵石被骗子骗走。,Got scammed out of Spirit Stones.,stone,-3,,,normal
lazy_098,lazy,2,用灵石买零食。,Bought snacks with Spirit Stones.,stone,-2,,,normal
lazy_099,lazy,10,修为增加。,Cultivation increased.,qi,10,,,normal
cultivate_086,cultivate,3,顿悟失败。,Failed to reach enlightenment.,qi,-5,,,normal
lazy_100,lazy,2,气血翻涌。,Spiritual energy surged violently.,qi,-10,,,normal
lazy_101,lazy,2,经脉通畅。,Meridians became clearer.,qi,15,,,normal
lazy_102,lazy,2,经脉堵塞。,Meridians became blocked.,qi,-10,,,normal
cultivate_087,cultivate,2,吸收到浓郁灵气。,Absorbed rich spiritual energy.,qi,20,,,normal
cultivate_088,cultivate,2,灵气突然消散。,Spiritual energy suddenly dissipated.,qi,-10,,,normal
cultivate_089,cultivate,1,修炼效率翻倍。,Cultivation efficiency doubled.,qi,25,,,normal
lazy_103,lazy,2,今天状态极佳。,Felt exceptionally focused today.,qi,15,,,normal
lazy_104,lazy,3,发现神秘洞穴,Discovered a mysterious cave,qi,5,,,normal
lazy_105,lazy,2,洞穴空空如也,The cave was completely empty,none,0,,,normal
lazy_106,lazy,1,发现宝箱,Found a treasure chest,stone,5,,,normal
lazy_107,lazy,1,宝箱竟然是空的,The treasure chest was empty,none,0,,,normal
alchemy_055,alchemy,3,偷偷吃聚气丹,Secretly ate a Qi Gathering Pill,qi,20,,,normal
alchemy_056,alchemy,1,吃到过期丹药,Ate an expired pill,qi,-10,,,normal
alchemy_057,alchemy,2,炼丹失败,Alchemy attempt failed,qi,-5,,,normal
alchemy_058,alchemy,2,炼丹成功,Successfully refined a pill,qi,15,,,normal
alchemy_059,alchemy,1,炼出奇怪丹药,Created a strange pill,qi,5,,,normal
lazy_108,lazy,2,吃完肚子痛,Got a stomach ache after eating a pill,qi,-5,,,normal
lazy_109,lazy,2,精神百倍,Felt full of energy,qi,10,,,normal
lazy_110,lazy,1,吃完后傻笑一天,Spent the day laughing after taking a pill,qi,5,,,normal
lazy_111,lazy,2,收到宗门邀请,Received an invitation from a sect,qi,10,,,normal
lazy_112,lazy,1,被宗门拒绝,Rejected by a sect,qi,-5,,,normal
lazy_113,lazy,1,受到长老表扬,Praised by an elder,qi,15,,,normal
lazy_114,lazy,1,被长老训斥,Scolded by an elder,qi,-5,,,normal
lazy_115,lazy,1,偷听长老谈话,Overheard a conversation between elders,qi,5,,,normal
lazy_116,lazy,1,宗门举办大比,The sect announced a tournament,qi,5,,,normal
lazy_117,lazy,1,报名参加大比,Registered for the sect tournament,qi,10,,,normal
lazy_118,lazy,1,第一轮被淘汰,Eliminated in the first round,qi,-5,,,normal
lazy_119,lazy,1,意外获得名次,Unexpectedly placed in the rankings,qi,20,,,normal
lazy_120,lazy,1,赢得同门掌声,Received applause from fellow disciples,qi,5,,,normal
lazy_121,lazy,2,遇见一位女修,Met a female cultivator,none,0,,,normal
lazy_122,lazy,2,遇见一位男修,Met a male cultivator,none,0,,,normal
lazy_123,lazy,1,对方没有理会他,The other cultivator ignored him,none,0,,,normal
lazy_124,lazy,1,鼓起勇气搭话,Worked up the courage to start a conversation,qi,5,,,normal
lazy_125,lazy,1,收到好人卡,Got friend-zoned,qi,-5,,,normal
lazy_126,lazy,1,偷偷关注对方,Secretly kept an eye on someone,none,0,,,normal
lazy_127,lazy,1,情书写失败了,Failed to write a love letter,none,0,,,normal
lazy_128,lazy,1,情书成功送出,Successfully delivered a love letter,qi,10,,,normal
lazy_129,lazy,1,春心萌动,Felt the stirrings of romance,none,0,,,normal
lazy_130,lazy,1,收养了一只小狐狸,Adopted a little fox,none,0,,,normal
alchemy_060,alchemy,1,狐狸偷吃丹药,The fox stole a pill,qi,-5,,,normal
lazy_131,lazy,1,收养了一只灵龟,Adopted a spirit turtle,lifespan,1,,,normal
lazy_132,lazy,1,灵龟失踪一天,The spirit turtle disappeared for a day,none,0,,,normal
lazy_133,lazy,1,收养了一只灵鸟,Adopted a spirit bird,qi,5,,,normal
lazy_134,lazy,1,灵兽找到宝物,The spirit beast found a treasure,qi,10,,,normal
lazy_135,lazy,1,灵兽闯祸了,The spirit beast caused trouble,qi,-5,,,normal
sleep_052,sleep,1,灵兽睡着了,The spirit beast fell asleep,none,0,,,normal
lazy_136,lazy,1,灵兽心情很好,The spirit beast seemed happy,qi,5,,,normal
lazy_137,lazy,1,灵兽带回灵石,The spirit beast brought back Spirit Stones,stone,5,,,normal
lazy_138,lazy,1,寿元减少一年,Lost one year of lifespan,lifespan,-1,,,normal
lazy_139,lazy,1,气运提升,Luck increased significantly,qi,10,,,normal
lazy_140,lazy,1,仰望天空思考长生,Looked at the sky and pondered immortality,qi,10,,,normal
