Event_id,realm,Chinese,English,Mood,,,,,,,,,,
self_157,,有人在更新我吗？我感觉今天的自己有点不一样。,Did someone patch me? I feel slightly different today.,confused,,,,,,,,,,
self_158,,我怀疑自己的对话，是从一个固定的库里随机抽的。,I suspect my dialogue is just randomly pulled from a fixed pool.,confused,,,,,,,,,,
self_159,,如果我是NPC，那我的工资是不是该问问系统。,"If I'm an NPC, shouldn't I take my paycheck complaints to the system?",normal,,,,,,,,,,
self_160,,我怀疑每次我转身，其实就是换了一张图。,"I suspect every time I turn around, it's just a different sprite.",confused,,,,,,,,,,
self_161,,有时候我觉得，自己的情绪波动都是预设好的曲线。,Sometimes my emotions feel like a preset curve someone drew.,meditate,,,,,,,,,,
self_162,,我怀疑自己存在的意义，就是给某个数值条充值。,I suspect my entire purpose is just to fill up some progress bar.,confused,,,,,,,,,,
self_163,,如果这是个游戏，那我的加载时间是不是太长了。,"If this is a game, my loading time seems way too long.",normal,,,,,,,,,,
self_164,,我怀疑自己每次说话，嘴型都对不上。,I suspect my mouth movements never quite match what I'm saying.,confused,,,,,,,,,,
self_165,,有时候我觉得，自己活得像是个示例角色。,Sometimes I feel like I'm just a sample character in a tutorial.,confused,,,,,,,,,,
self_166,,我怀疑自己的灵魂，其实只是个变量。,I suspect my soul might just be a variable somewhere.,meditate,,,,,,,,,,
self_167,,如果我是游戏角色，那我的删档重练是不是已经发生过了。,"If I'm a game character, has my save-wipe-and-restart already happened before?",confused,,,,,,,,,,
self_168,,我怀疑自己每天的状态栏，写得比我自己还了解我。,I suspect my own status bar knows me better than I know myself.,confused,,,,,,,,,,
self_169,,有人是不是正在看着我的属性面板讨论我。,Is someone out there discussing my stats right now?,confused,,,,,,,,,,
self_170,,我怀疑自己的所有反应，都写在某张表格里。,I suspect every one of my reactions is written down in some spreadsheet.,confused,,,,,,,,,,
self_171,,如果这是个游戏，那我希望下次更新能加点剧情。,"If this is a game, I hope the next update adds some actual plot.",normal,,,,,,,,,,
self_172,,我怀疑自己每次喊疼，其实只是个音效。,"I suspect every time I yelp in pain, it's just a sound effect.",confused,,,,,,,,,,
self_173,,有时候我觉得，自己其实只是某个数值的可视化。,Sometimes I feel like I'm just a visualization of some number.,meditate,,,,,,,,,,
self_174,,我怀疑自己的存档，可能比我活得还久。,I suspect my save file might outlive me.,confused,,,,,,,,,,
self_175,,如果我是NPC，那我至少希望剧情写手对我好点。,"If I'm an NPC, I at least hope the writer treats me kindly.",normal,,,,,,,,,,
self_176,,"我怀疑自己每次""顿悟""，其实只是触发了个事件。",I suspect every flash of insight I have is just an event trigger.,confused,,,,,,,,,,
self_177,,有时候我觉得，自己的存在感全靠点击量。,Sometimes I feel like my entire existence depends on click counts.,confused,,,,,,,,,,
self_178,,我怀疑自己每天醒来，其实是被重新渲染了一次。,"I suspect every time I wake up, I've just been re-rendered.",confused,,,,,,,,,,
self_179,,如果这是个游戏，那我的剧情进度条是不是卡住了。,"If this is a game, is my plot progress bar stuck?",normal,,,,,,,,,,
self_180,,我怀疑自己说的每句话，都是某个对话树里的分支。,I suspect every line I say is just a branch in some dialogue tree.,confused,,,,,,,,,,
self_181,,有时候我觉得，自己活得特别像个教程关卡。,Sometimes I feel like I'm living through a tutorial level.,confused,,,,,,,,,,
self_182,,我怀疑自己每次摆Pose，背后都有个动画师在调试。,I suspect every pose I strike has an animator debugging it somewhere.,confused,,,,,,,,,,
self_183,,如果我是角色，那我的好感度系统是不是该公开。,"If I'm a character, shouldn't my affection meter be public info?",normal,,,,,,,,,,
self_184,,我怀疑自己每天的台词，都是从同一个文档里复制的。,I suspect my daily lines are all copy-pasted from the same document.,confused,,,,,,,,,,
self_185,,有时候我觉得，自己其实只是某种界面元素。,Sometimes I feel like I'm just a UI element.,meditate,,,,,,,,,,
self_186,,我怀疑自己存在的全部理由，就是让数值往上涨。,I suspect my entire reason for existing is just to make numbers go up.,confused,,,,,,,,,,
self_187,,如果这是个游戏，那我希望我的角色立绘能再帅一点。,"If this is a game, I hope my character art could be a little more handsome.",normal,,,,,,,,,,
self_188,,我怀疑自己每次倒下，其实只是换了个待机动作。,"I suspect every time I collapse, it's just a different idle animation.",confused,,,,,,,,,,
self_189,,有时候我觉得，自己活得像是版本更新前的过渡角色。,Sometimes I feel like a placeholder character before the real update drops.,confused,,,,,,,,,,
self_190,,我怀疑自己的每一次心跳，都是按帧数算出来的。,I suspect every heartbeat of mine is calculated frame by frame.,meditate,,,,,,,,,,
self_191,,如果我是NPC，那我希望至少能有个像样的背景故事。,"If I'm an NPC, I at least hope I get a decent backstory.",normal,,,,,,,,,,
self_192,,"我怀疑自己每次说""好像懂了""，其实根本没懂。","I suspect every time I say I think I get it, I really don't.",confused,,,,,,,,,,
self_193,,有时候我觉得，自己其实只是个待补全的草稿。,Sometimes I feel like an unfinished draft waiting to be completed.,confused,,,,,,,,,,
self_194,,我怀疑自己的整个世界观，写在一张设定表里。,I suspect my entire worldview is written on a single settings sheet.,confused,,,,,,,,,,
self_195,,如果这是个游戏，那我的隐藏结局是不是永远解不开。,"If this is a game, is my hidden ending just permanently locked?",normal,,,,,,,,,,
self_196,,我怀疑自己每次叹气，都触发了某种成就。,I suspect every sigh I let out triggers some kind of achievement.,confused,,,,,,,,,,
self_197,,有时候我觉得，自己活得特别像个待优化的功能。,Sometimes I feel like a feature waiting to be optimized.,confused,,,,,,,,,,
self_198,,我怀疑自己的灵魂，其实只是临时变量，迟早被回收。,"I suspect my soul is just a temporary variable, due to be garbage collected eventually.",meditate,,,,,,,,,,
self_199,,如果我是角色，那我希望编剧至少让我吃饱饭。,"If I'm a character, I at least hope the writer lets me eat properly.",normal,,,,,,,,,,
self_200,,我怀疑自己每天的修炼，其实只是个进度条动画。,I suspect my daily cultivation is just a progress bar animation.,confused,,,,,,,,,,
self_201,,有时候我觉得，自己的整个人生，就是个测试版本。,Sometimes I feel like my entire life is just a beta version.,confused,,,,,,,,,,
self_202,,修仙这件事，怎么干着干着就跟上班一样了。,"Cultivation was supposed to be sacred, why does it feel like a 9-to-5?",confused,,,,,,,,,,
self_203,,我怀疑修仙界也有KPI，只是没人告诉我。,"I suspect even the cultivation world has KPIs, nobody told me.",confused,,,,,,,,,,
self_204,,突破失败这件事，感觉跟被裁员差不多。,Failing a breakthrough feels a lot like getting laid off.,confused,,,,,,,,,,
self_205,,我怀疑天道也卷，不然怎么大家都拼成这样。,"I suspect even heaven's will is part of the rat race, why else is everyone grinding this hard.",confused,,,,,,,,,,
self_206,,修炼修炼，到底是为了长生，还是为了不被同行甩开。,"Is cultivation really about immortality, or just keeping up with the competition?",meditate,,,,,,,,,,
self_207,,我怀疑自己修的不是仙，是KPI考核。,"I suspect what I'm cultivating isn't immortality, it's a performance review.",confused,,,,,,,,,,
self_208,,今天没突破，但至少没摸鱼，心理安慰一下自己。,"No breakthrough today, but at least I didn't slack off. Small comfort.",normal,,,,,,,,,,
self_209,,我怀疑修仙界卷王，比我想象的还多。,I suspect there are way more grinders in the cultivation world than I thought.,confused,,,,,,,,,,
self_210,,如果修炼是上班，那寿元算不算加班费。,"If cultivation is a job, does lifespan count as overtime pay?",normal,,,,,,,,,,
self_211,,我怀疑天劫，其实就是修仙界的年终考核。,I suspect the heavenly tribulation is just the cultivation world's annual review.,confused,,,,,,,,,,
self_212,,摆烂修仙，听起来矫情，但其实很真实。,"Slacker cultivation sounds dramatic, but it's surprisingly accurate.",confused,,,,,,,,,,
self_213,,我怀疑灵根这种东西，跟出身一样不公平。,I suspect spiritual roots are just as unfair as where you're born.,meditate,,,,,,,,,,
self_214,,修炼久了，连加油这个词都开始觉得敷衍。,"After cultivating long enough, even the word keep going starts to feel hollow.",confused,,,,,,,,,,
self_215,,我怀疑同门师兄弟之间，其实都在偷偷卷。,I suspect my fellow disciples are all secretly grinding behind my back.,confused,,,,,,,,,,
self_216,,今天什么都没干，但灵气好像自己涨了一点，赚了。,"Did nothing today, but qi went up a little anyway. Free win.",normal,,,,,,,,,,
self_217,,我怀疑修仙界的机缘，分配得比职场升职还随机。,I suspect fated encounters here are distributed even more randomly than office promotions.,confused,,,,,,,,,,
self_218,,摸鱼修炼这件事，听起来矛盾，但我做到了。,"Slacking while cultivating sounds contradictory, but I've mastered it.",confused,,,,,,,,,,
self_219,,我怀疑自己修炼的尽头，不是长生，是过劳。,"I suspect the end of my cultivation path isn't immortality, it's burnout.",meditate,,,,,,,,,,
self_220,,今天的进度：发呆为主，修炼为辅。,"Today's progress: mostly staring into space, cultivation was secondary.",normal,,,,,,,,,,
self_221,,我怀疑这个世界对努力的定义，跟我不太一样。,I suspect this world's definition of effort isn't quite the same as mine.,confused,,,,,,,,,,
self_222,,修炼这件事，越想越觉得跟打卡上班没区别。,"The more I think about it, cultivation feels exactly like clocking into work.",confused,,,,,,,,,,
self_223,,我怀疑自己其实是修仙界的临时工。,I suspect I'm just the cultivation world's temp worker.,confused,,,,,,,,,,
self_224,,天劫渡不过去，至少不用写复盘报告，松了口气。,"Failed to survive the tribulation, but at least I don't have to write a post-mortem report.",confused,,,,,,,,,,
self_225,,我怀疑修炼的意义，被我自己想得太复杂了。,I suspect I've been overthinking the meaning of cultivation.,meditate,,,,,,,,,,
self_226,,今天努力了五分钟，剩下的时间都在感悟人生。,"Tried hard for five minutes today, spent the rest contemplating life.",normal,,,,,,,,,,
self_227,,我怀疑灵气复苏这种好事，从来轮不到我。,I suspect this qi resurgence good fortune never actually reaches me.,confused,,,,,,,,,,
self_228,,修炼修炼，修的是境界，磨的是脾气。,"Cultivation builds your realm, but it grinds down your patience.",meditate,,,,,,,,,,
self_229,,我怀疑天道分配机缘的时候，把我那份发错地址了。,I suspect heaven's will sent my share of good fortune to the wrong address.,confused,,,,,,,,,,
self_230,,今天的修炼总结：努力了，但效果存疑。,"Today's cultivation summary: effort was made, results are questionable.",normal,,,,,,,,,,
self_231,,我怀疑修仙界也有摸鱼检测系统，只是还没抓到我。,"I suspect the cultivation world has a slacking-detection system, it just hasn't caught me yet.",confused,,,,,,,,,,
self_232,,突破失败的瞬间，脑子里只有一个念头：果然。,"The moment the breakthrough failed, my only thought was: of course it did.",confused,,,,,,,,,,
self_233,,我怀疑自己修炼这么久，进步全靠运气加成。,"I suspect all my progress so far has just been luck, not skill.",confused,,,,,,,,,,
self_234,,修仙界要是有工会，我第一个去投诉天道。,"If the cultivation world had a union, I'd be the first to file a complaint against heaven's will.",normal,,,,,,,,,,
self_235,,我怀疑别人修炼是为了长生，我修炼是为了别太废。,I suspect others cultivate for immortality. I cultivate just to not be useless.,confused,,,,,,,,,,
self_236,,今天唯一的收获：确认了自己确实很能摆烂。,Today's only takeaway: confirmed I really am world-class at slacking off.,normal,,,,,,,,,,
self_237,,我怀疑这个世界对勤奋的奖励机制写反了。,I suspect this world's reward system for hard work got coded backwards.,confused,,,,,,,,,,
self_238,,修炼这条路，走着走着就走成了打工人的心态。,"Somewhere along this path, cultivation turned into a 9-to-5 mindset.",confused,,,,,,,,,,
self_239,,我怀疑天道发的机缘，是按抽奖概率算的。,I suspect heaven's fated opportunities are calculated like lottery odds.,confused,,,,,,,,,,
self_240,,今天感悟了很多，但写下来发现全是废话。,"Had a lot of insights today, but writing them down, it's all nonsense.",confused,,,,,,,,,,
self_241,,我怀疑修炼到最后，大家拼的根本不是天赋，是耐力。,"I suspect in the end, cultivation isn't about talent, it's about endurance.",meditate,,,,,,,,,,
self_242,,摆烂式修炼第N天，境界没涨，心态倒挺稳。,"Day N of slacker cultivation. No realm progress, but my mindset is rock solid.",normal,,,,,,,,,,
self_243,,我怀疑这个世界把卷和修炼写成了同义词。,I suspect this world treats grinding and cultivating as synonyms.,confused,,,,,,,,,,
self_244,,今天突破失败，但至少寿元扣得不多，谢天谢地。,"Failed the breakthrough today, but at least lifespan loss was small. Thank heavens.",normal,,,,,,,,,,
self_245,,我怀疑修仙界的天赋，跟职场的关系差不多重要。,I suspect talent in the cultivation world matters about as much as connections do at work.,confused,,,,,,,,,,
self_246,,修炼这么久，我开始怀疑自己是不是在自我感动。,"After cultivating this long, I'm starting to wonder if I'm just moved by my own effort.",meditate,,,,,,,,,,
self_247,,我怀疑今天的灵光一闪，其实就是走神。,I suspect today's flash of insight was just me zoning out.,confused,,,,,,,,,,
self_248,,今天什么都没突破，但至少没把自己炸了，算赢。,"No breakthroughs today, but at least I didn't blow myself up. Counts as a win.",normal,,,,,,,,,,
self_249,,我怀疑修仙界的努力，本质上跟职场画饼差不多。,I suspect hard work in the cultivation world is basically the same as corporate buzzwords.,confused,,,,,,,,,,
self_250,,摆烂久了，连天道都开始对我降低标准了。,"After enough slacking, even heaven's will seems to have lowered its expectations of me.",confused,,,,,,,,,,
self_251,,我怀疑这个世界的努力就有回报，纯属安慰剂。,I suspect this world's hard work pays off is purely a placebo.,confused,,,,,,,,,,
self_252,,我突破失败了，但好像有人比我更失望。,"My breakthrough failed, but someone out there seems more disappointed than I am.",confused,,,,,,,,,,
self_253,,死过几次之后，连珍惜生命这句话都说不出口了。,"After dying a few times, I can't even say cherish your life with a straight face.",confused,,,,,,,,,,
self_254,,我怀疑长生不老的尽头，其实是孤独终老。,"I suspect the end of immortality is just dying alone, eternally.",meditate,,,,,,,,,,
self_255,,活得越久，越觉得自己其实什么都没活明白。,"The longer I live, the less I feel like I've actually figured anything out.",meditate,,,,,,,,,,
self_256,,我怀疑修仙的终点，不是飞升，是麻木。,"I suspect the end of cultivation isn't ascension, it's numbness.",meditate,,,,,,,,,,
self_257,,寿元用完那天，我希望至少有人记得我的名字。,"On the day my lifespan runs out, I hope at least someone remembers my name.",meditate,,,,,,,,,,
self_258,,我怀疑这一世的意义，可能就是为了凑个数。,I suspect this life's only meaning might be to pad out a headcount.,confused,,,,,,,,,,
self_259,,活得久了，连恐惧本身都开始觉得熟悉。,"After living long enough, even fear starts to feel familiar.",meditate,,,,,,,,,,
self_260,,我怀疑自己拼命修炼，只是为了不被遗忘。,I suspect I cultivate so desperately just to avoid being forgotten.,meditate,,,,,,,,,,
self_261,,失败这么多次，我连失败这个词都麻了。,"I've failed so many times, even the word failure has gone numb on me.",confused,,,,,,,,,,
self_262,,我怀疑天劫劈下来的那一刻，大家想的都差不多。,I suspect everyone thinks the same thing the moment the tribulation strikes.,meditate,,,,,,,,,,
self_263,,活到这个年纪，我开始怀疑长生到底是不是祝福。,"At this age, I'm starting to doubt whether immortality is really a blessing.",meditate,,,,,,,,,,
self_264,,我怀疑自己修炼这么久，换来的只是更长的等待。,I suspect all this cultivation has earned me is just a longer wait.,meditate,,,,,,,,,,
self_265,,每次轮回，我都希望这次能少一点遗憾。,"Every reincarnation, I hope for a little less regret this time.",meditate,,,,,,,,,,
self_266,,我怀疑自己拼命变强，只是因为不敢面对变弱。,I suspect I push to get stronger only because I'm afraid of getting weaker.,meditate,,,,,,,,,,
self_267,,死过一次之后，连害怕都变得有点奢侈。,"After dying once, even fear starts to feel like a luxury.",confused,,,,,,,,,,
self_268,,我怀疑修仙界的长生，其实是另一种监禁。,I suspect immortality in the cultivation world is just another kind of imprisonment.,meditate,,,,,,,,,,
self_269,,活得越久，越觉得自己的故事其实没那么重要。,"The longer I live, the less important my own story feels.",meditate,,,,,,,,,,
self_270,,我怀疑这一世，我只是想证明自己曾经存在过。,I suspect this life is just me trying to prove I once existed.,meditate,,,,,,,,,,
self_271,,寿元一点点变少的感觉，比突破失败还让人清醒。,Watching my lifespan slowly tick down sobers me up more than any failed breakthrough.,meditate,,,,,,,,,,
self_272,,我怀疑自己拼了这么久，其实只是怕被比下去。,I suspect I've been grinding this hard just out of fear of falling behind.,confused,,,,,,,,,,
self_273,,活到现在，我开始怀疑意义这个词本身就是个幻觉。,"At this point, I'm starting to suspect the word meaning itself is just an illusion.",meditate,,,,,,,,,,
self_274,,我怀疑天道给我的考验，其实没有标准答案。,I suspect the trials heaven gives me don't actually have a correct answer.,meditate,,,,,,,,,,
self_275,,每次死后重生，我都觉得自己好像更懂了一点，又好像什么都没懂。,"Every time I'm reborn, I feel like I understand a bit more, and yet nothing at all.",meditate,,,,,,,,,,
self_276,,我怀疑长生不老的代价，是慢慢忘记自己为什么想活着。,I suspect immortality's price is slowly forgetting why you wanted to live.,meditate,,,,,,,,,,
self_277,,活得久了，连孤独都开始变得可以忍受。,"After living long enough, even loneliness becomes bearable.",meditate,,,,,,,,,,
self_278,,我怀疑修炼的尽头，不是变强，是变得习惯一个人。,"I suspect the end of cultivation isn't strength, it's getting used to being alone.",meditate,,,,,,,,,,
self_279,,寿元耗尽前，我希望自己至少笑过比哭多。,"Before my lifespan runs out, I hope I laughed more than I cried.",meditate,,,,,,,,,,
self_280,,我怀疑这一生最大的成就，是没有彻底放弃。,I suspect my greatest achievement this life is simply not giving up entirely.,meditate,,,,,,,,,,
self_281,,活到这个境界，我才明白突破失败也没什么大不了。,"At this stage, I finally understand failing a breakthrough isn't such a big deal.",normal,,,,,,,,,,
self_282,,我怀疑天道考验我，其实是想看我撑到哪一步。,I suspect heaven's trials are just there to see how far I can hold on.,meditate,,,,,,,,,,
self_283,,死过那么多次，我反而更怕活得没意思。,"After dying so many times, I'm more afraid of living meaninglessly than of death itself.",meditate,,,,,,,,,,
self_284,,我怀疑修仙这条路，本质上和普通人的人生没差太多。,I suspect this cultivation path isn't all that different from an ordinary person's life.,meditate,,,,,,,,,,
self_285,,活得越久，越觉得当年那些纠结的事，其实都不算事。,"The longer I live, the more those things I once agonized over feel like nothing at all.",meditate,,,,,,,,,,
self_286,,我怀疑自己最怕的不是死亡，是被遗忘。,"I suspect what I fear most isn't death, it's being forgotten.",meditate,,,,,,,,,,
self_287,,轮回到现在，我开始怀疑活着本身就已经是种修行。,"After all these reincarnations, I'm starting to think living itself is already a form of cultivation.",meditate,,,,,,,,,,
self_288,,我怀疑长生的意义，从来不是活得久，是活得值。,"I suspect the point of immortality was never about living long, but living well.",meditate,,,,,,,,,,
self_289,,寿元还剩不多的时候，我反而觉得心里踏实了。,"With my lifespan running low, I oddly feel more at peace.",meditate,,,,,,,,,,
self_290,,我怀疑自己拼命修炼，到最后图的不过是个安心。,"I suspect all this desperate cultivation, in the end, is just for peace of mind.",meditate,,,,,,,,,,
self_291,,活到现在，我开始觉得突破不突破，其实没那么重要了。,"At this point, I'm starting to feel like breaking through or not doesn't matter as much.",meditate,,,,,,,,,,
self_292,,我怀疑这世上根本没有真正的圆满，只有学会接受。,"I suspect there's no true fulfillment in this world, only learning to accept.",meditate,,,,,,,,,,
self_293,,轮回这么多次，我渐渐明白，活着本身就值得感激。,"After this many reincarnations, I've slowly come to feel that simply being alive is worth gratitude.",meditate,,,,,,,,,,
self_294,,我怀疑自己一直追求的强大，其实只是想保护重要的人。,I suspect the strength I've been chasing was always just to protect the people who matter.,meditate,,,,,,,,,,
self_295,,死亡这件事经历多了，反而让我更珍惜清醒的每一刻。,Experiencing death so many times has only made me cherish every waking moment more.,meditate,,,,,,,,,,
self_296,,我怀疑修仙这条路最难的部分，从来不是境界，是坚持。,"I suspect the hardest part of this path was never the realm, it was perseverance.",meditate,,,,,,,,,,
self_297,,活得久了，我才明白所谓天道，可能也只是想让人成长。,"After living long enough, I've realized heaven's will might just be trying to help us grow.",meditate,,,,,,,,,,
self_298,,我怀疑自己最终想要的，不是飞升，是被人记住。,"I suspect what I ultimately want isn't ascension, it's to be remembered.",meditate,,,,,,,,,,
self_299,,轮回那么多次，我开始觉得每一世都有它自己的意义。,"After so many reincarnations, I'm starting to feel each life has its own meaning.",meditate,,,,,,,,,,
self_300,,我怀疑自己一直害怕的，不是变老，是没有成长。,"I suspect what I've always feared isn't aging, it's failing to grow.",meditate,,,,,,,,,,
fanren2_001,凡人,今天数了数自己的灵石，一共三枚。,Counted my spirit stones today. Three in total.,normal,,,,,,,,,,
fanren2_002,凡人,今天看到二狗在偷懒，决定跟他一起偷懒。,Saw Ergou slacking off today. Decided to join him.,normal,,,,,,,,,,
fanren2_003,凡人,村口的老槐树今天落了一片叶子，感觉很有道理。,A leaf fell from the old tree at the village entrance today. Felt very profound.,confused,,,,,,,,,,
fanren2_004,凡人,今天试着打坐，坐了十分钟就饿了。,Tried meditating today. Got hungry after ten minutes.,normal,,,,,,,,,,
fanren2_005,凡人,邻居家的鸡今天又跑进了我的院子。,The neighbor's chicken wandered into my yard again today.,confused,,,,,,,,,,
fanren2_006,凡人,今天悟出一个道理：修仙不如先吃饭。,Realized something profound today: eating comes before cultivating.,happy,,,,,,,,,,
fanren2_007,凡人,听说隔壁村有人突破了，心里有点不是滋味。,Heard someone from the next village broke through today. Felt a bit sour about it.,confused,,,,,,,,,,
fanren2_008,凡人,今天把功法书翻了三页，然后睡着了。,"Flipped through three pages of the manual today, then fell asleep.",sleepy,,,,,,,,,,
fanren2_009,凡人,村长今天又夸我有灵根，但没说是哪种。,"The village chief praised my spiritual root again today, without specifying which.",happy,,,,,,,,,,
fanren2_010,凡人,今天在山下捡到一块奇怪的石头，扔了。,Found a weird rock at the foot of the mountain today. Threw it away.,confused,,,,,,,,,,
fanren2_011,凡人,练气的时候打了个嗝，感觉灵气都跑了。,Burped while cultivating qi today. Felt like the qi escaped.,confused,,,,,,,,,,
fanren2_012,凡人,今天想了想，决定先睡个午觉再修炼。,"Thought it over today, decided to nap before cultivating.",sleepy,,,,,,,,,,
fanren2_013,凡人,听说天才修士三岁就能引气，我十六岁才刚开始。,Heard prodigies can draw qi at age three. I'm sixteen and just starting.,confused,,,,,,,,,,
fanren2_014,凡人,今天试着冥想，脑子里全是晚饭吃什么。,Tried meditating today. Mind was full of thoughts about dinner.,normal,,,,,,,,,,
fanren2_015,凡人,村里的狗今天追了我半条街，跑得比我修炼还认真。,The village dog chased me down half the street today. Ran harder than I cultivate.,confused,,,,,,,,,,
fanren2_016,凡人,今天悟道未成，但学会了一个新的叹气方式。,"Failed to gain insight today, but learned a new way to sigh.",confused,,,,,,,,,,
fanren2_017,凡人,听人说大器晚成，我决定先晚一点。,Heard great talents bloom late. Decided to bloom even later.,normal,,,,,,,,,,
fanren2_018,凡人,今天的灵气浓度感觉和昨天一样，可能是错觉。,Qi density felt the same as yesterday. Might be an illusion.,normal,,,,,,,,,,
fanren2_019,凡人,练功的时候邻居在装修，专注力全无。,The neighbors were renovating during training today. Lost all focus.,confused,,,,,,,,,,
fanren2_020,凡人,今天给自己定了个目标：明天再定目标。,Set a goal for myself today: set a goal tomorrow.,normal,,,,,,,,,,
fanren2_021,凡人,村口的占卜先生说我今年运气不错，希望他没收钱乱说。,The fortune teller said my luck is good this year. Hope he wasn't just saying that for money.,happy,,,,,,,,,,
fanren2_022,凡人,今天打坐时差点睡着，灵气没吸到，倒是流了点口水。,"Almost fell asleep meditating today. No qi absorbed, but some drool was.",sleepy,,,,,,,,,,
fanren2_023,凡人,听说修仙界很卷，我决定先卷被子。,Heard the cultivation world is competitive. Decided to wrap myself in a blanket instead.,normal,,,,,,,,,,
fanren2_024,凡人,今天对着镜子练习了一下高人的眼神，效果一般。,Practiced my wise-sage stare in the mirror today. Results were mediocre.,confused,,,,,,,,,,
fanren2_025,凡人,村里来了个游商，卖的丹药看起来很不靠谱。,"A traveling merchant came to the village today, selling pills that looked very sketchy.",confused,,,,,,,,,,
fanren2_026,凡人,今天悟出：天赋不够，那就多睡一会儿。,"Realized today: if talent's lacking, just sleep a bit more.",sleepy,,,,,,,,,,
fanren2_027,凡人,练气练到一半，发现自己在想晚饭吃什么。,"Halfway through qi cultivation, realized I was thinking about dinner.",confused,,,,,,,,,,
fanren2_028,凡人,今天看到云朵的形状像一只鸡，瞬间没了修炼的心情。,Saw a cloud shaped like a chicken today. Lost all motivation to cultivate.,happy,,,,,,,,,,
fanren2_029,凡人,听说有人靠丹药一步登天，我连丹药钱都没有。,Heard someone ascended instantly with pills. I don't even have money for pills.,confused,,,,,,,,,,
fanren2_030,凡人,今天的灵气似乎特别活跃，可能只是风大。,The qi seemed unusually active today. Might just be the wind.,normal,,,,,,,,,,
fanren2_031,凡人,村里办喜事，借口去蹭饭，顺便休息一天。,There was a celebration in the village. Used it as an excuse to eat and rest for a day.,happy,,,,,,,,,,
fanren2_032,凡人,今天试着用古法呼吸，差点把自己呼吸乱了。,Tried an ancient breathing technique today. Nearly threw off my own breathing.,confused,,,,,,,,,,
fanren2_033,凡人,听老人说修仙先修心，我决定先修个午睡。,The elders say cultivate the heart first. I decided to cultivate a nap first.,sleepy,,,,,,,,,,
fanren2_034,凡人,今天发现自己的灵根检测报告丢了，反正也没什么用。,Found my spiritual root test report missing today. Probably wasn't important anyway.,confused,,,,,,,,,,
fanren2_035,凡人,练功间隙看了会儿蚂蚁搬家，比修炼有意思多了。,Watched ants moving house during a break today. More interesting than cultivating.,normal,,,,,,,,,,
fanren2_036,凡人,今天想通了一件事：着急也没用，不如先吃个橘子。,"Figured something out today: rushing won't help, might as well eat an orange first.",happy,,,,,,,,,,
fanren2_037,凡人,村里的孩子问我什么时候能飞，我说等我学会走稳了。,A village kid asked when I'll fly. Said I'll learn to walk steadily first.,confused,,,,,,,,,,
fanren2_038,凡人,今天的修炼计划：先躺十分钟，再决定要不要修炼。,"Today's cultivation plan: lie down for ten minutes, then decide whether to cultivate.",sleepy,,,,,,,,,,
fanren2_039,凡人,听说邻村有人走火入魔了，我连火都没点着。,Heard someone in the next village went qi-deviant. I haven't even started a fire.,confused,,,,,,,,,,
fanren2_040,凡人,今天默念口诀三遍，感觉嘴巴比灵气更累。,Recited the mantra three times today. My mouth got more tired than my qi did.,normal,,,,,,,,,,
fanren2_041,凡人,天气好，决定把修炼挪到明天。,The weather's nice today. Decided to move cultivation to tomorrow.,happy,,,,,,,,,,
fanren2_042,凡人,今天悟到一个道理：修炼急不来，但晚饭不能等。,"Realized today: cultivation can't be rushed, but dinner can't wait either.",normal,,,,,,,,,,
fanren2_043,凡人,村口新开了个杂货铺，顺便去看了看有没有便宜丹药。,A new general store opened at the village entrance. Checked if they had any cheap pills.,happy,,,,,,,,,,
fanren2_044,凡人,今天打坐时听到自己肚子叫，灵气没动，肚子先动了。,Heard my own stomach growl while meditating today. The stomach moved before the qi did.,confused,,,,,,,,,,
fanren2_045,凡人,听说修炼讲究天时地利，我连个闹钟都没设。,Heard cultivation needs the right timing and place. I didn't even set an alarm.,confused,,,,,,,,,,
fanren2_046,凡人,今天对镜子练习了深邃的表情，结果笑出声了。,Practiced a profound expression in the mirror today. Ended up laughing out loud.,happy,,,,,,,,,,
fanren2_047,凡人,练功练到一半下雨了，赶紧收衣服去了。,It started raining halfway through training today. Rushed to bring in the laundry.,confused,,,,,,,,,,
fanren2_048,凡人,今天想，要不要给自己起个修仙界的花名，想了半天没想出来。,Thought about giving myself a cultivation-world nickname today. Couldn't think of one.,normal,,,,,,,,,,
fanren2_049,凡人,听说灵根分五种，我打算先把饭吃完再研究。,Heard there are five types of spiritual roots. Plan to finish eating first before researching.,happy,,,,,,,,,,
fanren2_050,凡人,今天看着远山发了会儿呆，感觉自己悟了，又感觉没悟。,"Stared at the distant mountains today. Felt enlightened, then felt not enlightened at all.",confused,,,,,,,,,,
fanren2_051,凡人,练气的时候打了个哈欠，灵气好像也跟着犯困了。,Yawned while cultivating qi today. The qi seemed to get sleepy too.,sleepy,,,,,,,,,,
fanren2_052,凡人,今天决定，修炼之前先把房间打扫一下，再决定要不要修炼。,"Decided to clean my room before cultivating today, then decide whether to actually cultivate.",normal,,,,,,,,,,
fanren2_053,凡人,村里的老人说我骨骼惊奇，但具体哪里惊奇没说清楚。,"An elder said my bones are extraordinary today, but didn't specify which part.",happy,,,,,,,,,,
fanren2_054,凡人,今天试着冥想天地大道，结果想到了昨天没吃完的包子。,Tried meditating on the great Dao today. Ended up thinking about yesterday's leftover bun.,confused,,,,,,,,,,
