id,chain_id,step,next_id,realm,title_zh,title_en,desc_zh,desc_en,mood,cultivation_gain,stone_gain,weight
report_160,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日突破，半路被一阵风吹倒了。
风：不针对你。","Got knocked over by a gust of wind mid-breakthrough today.
The wind: nothing personal.",confused,2,0,8
report_161,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵根突然有点抗拒。
大概是不想上班。","Spiritual root seemed resistant during cultivation today.
Probably just didn't want to work.",confused,1,0,8
report_162,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，丹炉发出奇怪的声音。
炉子：没事，习惯了。","Furnace made a strange noise during alchemy today.
The furnace: nothing to worry about, used to it.",alchemy,3,0,7
report_163,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，体内真气突然走错了道。
绕了一圈才回来，浪费了不少时间。","True qi took a wrong turn inside today.
Took a detour before finding its way back. Wasted some time.",confused,8,1,9
report_164,,1,,,今日修仙日报,Today's Cultivation Report,"今日打坐，听到天边传来一声闷雷。
然后什么都没发生。","Heard distant thunder while meditating today.
Then absolutely nothing happened.",confused,9,0,6
report_165,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气浓度突然爆表。
后来发现是闻到了别人炼的丹。","Qi density spiked unexpectedly during cultivation today.
Turned out I just smelled someone else's pills.",confused,2,0,10
report_166,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，材料放反了顺序。
丹炉表示这操作很新颖。","Added ingredients in the wrong order during alchemy today.
The furnace found this approach quite innovative.",alchemy,1,0,10
report_167,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，突然有所感应。
感应到的是肚子饿了。","Had a sudden sense of something during cultivation today.
The sense was hunger.",confused,9,0,9
report_168,,1,,,今日修仙日报,Today's Cultivation Report,"今日打坐，灵台一片空明。
空明到忘了自己在干什么。","Mind was completely clear during meditation today.
So clear I forgot what I was doing.",confused,3,0,8
report_169,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，体内真气突然不听话。
沟通失败，明天再谈。","True qi refused to cooperate during cultivation today.
Negotiations failed. Will try again tomorrow.",confused,6,0,8
report_170,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，邻居问我境界。
我说还在引气期。
他没再问了。","Neighbor asked about my realm today.
I said still Qi Drawing.
He didn't ask again.",confused,4,0,6
report_171,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日同门炫耀突破了。
我笑着祝贺，转身继续摆烂。","A fellow disciple bragged about breaking through today.
I smiled and congratulated them, then kept slacking.",lazy,6,1,9
report_172,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，想象自己飞升的样子。
然后继续坐在原地。","Imagined what ascension would feel like today.
Then kept sitting right where I was.",confused,10,0,7
report_173,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦练，进步细微但存在。
细微到肉眼不可见。","Trained hard today, progress was small but present.
So small it's invisible to the naked eye.",confused,3,0,9
report_174,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，丹药颜色有点奇怪。
味道倒是出乎意料地正常。","Pill color came out a bit strange today.
Taste was surprisingly normal though.",alchemy,1,0,8
report_175,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，体力消耗巨大。
主要消耗在挪了挪坐姿。","Cultivation drained a lot of energy today.
Mostly from adjusting my sitting position.",lazy,7,0,8
report_176,,1,,,今日修仙日报,Today's Cultivation Report,"今日决定早睡早起修炼。
睡是真的，起没起来。","Decided to sleep early and rise early to cultivate today.
The sleeping part happened. The rising part didn't.",sleepy,3,0,9
report_177,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼有了灵感。
灵感是关于晚饭吃什么。","Had a flash of inspiration during cultivation today.
The inspiration was about what to eat for dinner.",confused,1,1,7
report_178,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，体内灵气似乎多了一丝。
但也可能是错觉。","Felt like there was a bit more qi inside today.
Could also just be an illusion.",confused,4,1,8
report_179,,1,,,今日修仙日报,Today's Cultivation Report,"今日打坐悟道，终有所成。
所成的是腰酸。","Meditated on the Dao today, finally achieved something.
That something was a sore back.",confused,5,0,7
report_180,,1,,,今日修仙日报,Today's Cultivation Report,"今日扎马步两个时辰。
腿到现在还在抗议。","Held the horse stance for two hours today.
My legs are still filing complaints.",workout,1,0,9
report_181,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气感应略有进步。
进步幅度堪比蚂蚁爬行。","Qi sensitivity improved slightly today.
The improvement was roughly the speed of an ant.",confused,6,0,6
report_182,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，火候掌握得恰到好处。
唯一问题是材料放错了。","Got the flame timing perfect during alchemy today.
Only issue: wrong ingredients.",alchemy,5,0,10
report_183,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，想起自己当年的修炼目标。
目标已经模糊得快不记得了。","Recalled my original cultivation goal today.
It's grown so blurry I can barely remember it.",confused,7,1,8
report_184,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵根有反应。
反应是打了个哈欠。","Spiritual root reacted to cultivation today.
The reaction was a yawn.",sleepy,1,0,8
report_185,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦修，悟出修炼贵在坚持。
然后坚持着躺下了。","Cultivated hard today, realized persistence is key.
Then persisted in lying down.",lazy,3,2,8
report_186,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，体内真气运转流畅。
流畅到差点睡着。","Qi circulation flowed smoothly today.
So smoothly I nearly fell asleep.",sleepy,1,0,10
report_187,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，丹药出炉，颜值在线。
功效未知，先摆着看。","Pill came out of the furnace looking decent today.
Effects unknown. Just admiring it for now.",alchemy,7,0,8
report_188,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，差点开窍。
然后又关上了。","Almost had a breakthrough in understanding today.
Then closed right back up.",confused,7,2,10
report_189,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，体内真气安静得出奇。
大概是也累了。","Qi inside was unusually quiet today.
Probably also tired.",lazy,2,0,10
report_190,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦练身法，摔了三次。
第四次决定放弃。","Trained agility today, fell three times.
Gave up on the fourth attempt.",workout,4,0,6
report_191,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，闻起来很有信心。
炼出来后信心崩塌。","Smelled confident during alchemy today.
Confidence collapsed once it finished.",alchemy,7,0,10
report_192,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，思路异常清晰。
清晰到想起了所有没做完的事。","Mind was unusually clear during cultivation today.
So clear I remembered everything left unfinished.",confused,9,0,8
report_193,,1,,,今日修仙日报,Today's Cultivation Report,"今日打坐，外面下雨，氛围感十足。
氛围有了，修为没动。","Meditated in the rain today, great atmosphere.
Atmosphere: achieved. Cultivation: unchanged.",meditate,7,0,8
report_194,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气吸收效率提升。
提升到能看见，但量不大。","Qi absorption efficiency improved today.
Improvement was visible, but not by much.",confused,10,0,6
report_195,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦修，悟出一个道理：修炼急不来。
然后还是急了。","Cultivated hard today, realized you can't rush it.
Got impatient anyway.",confused,5,1,8
report_196,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵根有了新的反馈。
反馈内容是今天不想干。","Spiritual root gave new feedback today.
The feedback was don't feel like it today.",lazy,7,0,9
report_197,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，新配方初次尝试。
效果存疑，但没炸。","Tried a new recipe in alchemy today.
Effects questionable, but at least it didn't explode.",alchemy,5,1,7
report_198,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气似乎对我有点意见。
具体意见不明。","Qi seemed to have some complaints about me today.
Specifics unclear.",confused,4,0,9
report_199,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦修一整天，进步看不见。
但至少汗流了不少。","Cultivated hard all day today, no visible progress.
At least sweated a lot.",workout,3,2,10
report_200,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，体内真气似乎更听话了。
大概是终于妥协了。","Qi seemed more obedient today.
Probably finally gave in.",confused,5,0,10
report_201,,1,,,今日修仙日报,Today's Cultivation Report,"今日打坐，灵台澄澈。
澄澈到能看见自己有多无聊。","Mind felt crystal clear during meditation today.
So clear I could see how boring I am.",confused,1,0,8
report_202,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，材料新鲜，丹炉给力。
炼出来的丹，颜色有点黑。","Fresh ingredients today, furnace performed well.
Pill came out a bit black though.",alchemy,4,0,10
report_203,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气浓度正常。
正常到让人怀疑是不是在修炼。","Qi density was normal today.
So normal it's questionable whether anything happened at all.",confused,10,0,9
report_204,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦练，肌肉有了反馈。
反馈是酸痛。","Muscles gave feedback after training today.
The feedback was soreness.",workout,8,1,7
report_205,,1,,,今日修仙日报,Today's Cultivation Report,今日修炼，悟出一个细节，但记不清是什么。,"Grasped a small detail while cultivating today, but can't recall what it was.",confused,9,1,7
report_206,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，配方背得很熟。
执行的时候全忘了。","Memorized the recipe well today.
Forgot it all once it was time to act.",alchemy,2,0,10
report_207,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气波动平稳。
平稳到怀疑是不是没在运转。","Qi fluctuated steadily today.
So steady it's unclear if anything's actually moving.",confused,10,0,6
report_208,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦修，体力消耗适中。
主要消耗在叹气上。","Moderate energy spent on cultivation today.
Mostly spent on sighing.",confused,4,0,7
report_209,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，状态时好时坏。
大部分时间是坏的。","Condition fluctuated during cultivation today.
Mostly bad though.",confused,4,0,6
report_210,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，新手操作，全程紧张。
结果出乎意料地稳。","Felt nervous through the whole alchemy process today as a novice.
Result turned out surprisingly stable.",alchemy,1,0,9
report_211,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气吸收顺畅。
顺畅得让我有点不安。","Qi absorption went smoothly today.
So smoothly it's a little unsettling.",confused,10,0,9
report_212,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦修，悟出修炼如登山。
然后坐在山脚下不动了。","Cultivated today and realized it's like climbing a mountain.
Then sat at the base and didn't move.",lazy,7,2,7
report_213,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵根震动幅度增大。
大概是吓的。","Spiritual root trembled more violently today.
Probably out of fright.",confused,7,1,9
report_214,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，火候掐得正好。
材料过期了，白忙活。","Got the flame timing just right during alchemy today.
Ingredients were expired. All for nothing.",alchemy,4,0,6
report_215,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，悟性似乎有所提升。
提升幅度等于没提升。","Comprehension seemed to improve today.
The improvement was roughly equal to no improvement.",confused,2,0,7
report_216,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦修，毅力值爆表。
毅力用在了坚持不起床上。","Willpower was off the charts today.
Used entirely on refusing to get out of bed.",lazy,3,1,9
report_217,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气似乎更亲近了。
亲近到差点把我撞倒。","Qi seemed to grow closer to me today.
So close it nearly knocked me over.",confused,1,1,7
report_218,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，全程顺利。
顺利到结束后才发现忘了点火。","Alchemy went smoothly the whole way today.
So smoothly I realized only afterward I forgot to light the furnace.",alchemy,2,1,7
report_219,,1,,,今日修仙日报,Today's Cultivation Report,今日修炼，悟出一句箴言：修炼如做饭，火大了就糊。,"Cultivated today and grasped a maxim: cultivation is like cooking, too much heat and it burns.",confused,8,1,10
report_220,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦修，效率出奇地高。
高到自己都不敢信。","Efficiency was surprisingly high today.
So high I don't even believe it myself.",confused,10,0,9
report_221,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气有所回应。
回应内容暂时无法解读。","Qi responded to my cultivation today.
The response is currently undecipherable.",confused,10,1,9
report_222,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，新工艺尝试成功。
代价是炉子有点变形。","Tried a new alchemy technique successfully today.
Cost: the furnace got slightly warped.",alchemy,9,1,7
report_223,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，进展平稳，毫无波澜。
波澜倒是出现在午饭时间。","Progress was steady and uneventful today.
The only drama happened at lunchtime.",normal,8,1,8
report_224,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦修，悟出一句话：天才在于坚持。
然后没坚持下去。","Cultivated hard today, grasped a saying: genius lies in persistence.
Then didn't persist.",confused,4,0,10
report_225,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气感应到了某种召唤。
召唤是晚饭的香气。","Sensed some kind of calling through the qi today.
The calling was the smell of dinner.",confused,8,0,8
report_226,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，灵感突发，临时改了配方。
结果出乎所有人意料，包括我自己。","Sudden inspiration led to a last-minute recipe change today.
Result surprised everyone, including myself.",alchemy,8,0,8
report_227,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气有点不稳定。
跟我心情挺像的。","Qi was a bit unstable today.
Pretty similar to my mood, honestly.",confused,4,0,8
report_228,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦修，体悟到天道难测。
但晚饭时间是可以预测的。","Cultivated hard today, realized heaven's will is unpredictable.
Dinnertime, however, is very predictable.",normal,6,1,6
report_229,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气波动突然剧烈。
然后发现是自己打了个嗝。","Qi suddenly fluctuated wildly today.
Then realized it was just me burping.",confused,3,0,7
report_230,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，配方写错了一个字。
丹药味道因此变得很特别。","Misspelled one character in the recipe today.
The pill's flavor turned out quite unique as a result.",alchemy,7,0,7
report_231,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气感应到危险。
危险来源是自己没站稳。","Sensed danger through qi today.
The danger was just me losing my balance.",confused,2,0,9
report_232,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦修，悟出一个真理：休息也是修炼的一部分。
今天的真理特别多。","Cultivated today, realized rest is also part of cultivation.
Today had an unusually high number of realizations.",lazy,6,1,9
report_233,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵气流转格外顺畅。
大概是因为根本没怎么动。","Qi circulation flowed especially smoothly today.
Probably because nothing really moved at all.",lazy,7,0,7
report_234,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，新材料效果显著。
显著到把炉子染成了奇怪的颜色。","New ingredient had a notable effect during alchemy today.
Notable enough to dye the furnace a strange color.",alchemy,7,0,10
report_235,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，悟出修炼如人生，起起落落。
今天主要是落。","Cultivated today, realized it's like life — full of ups and downs.
Today was mostly downs.",confused,1,2,9
report_236,,1,,,今日修仙日报,Today's Cultivation Report,"今日苦修，灵气吸收效果存疑。
怀疑只是空气。","Qi absorption results were questionable today.
Suspect it was just regular air.",confused,8,0,8
report_237,,1,,,今日修仙日报,Today's Cultivation Report,"今日修炼，灵根传来一丝暖意。
大概是太阳晒的。","Spiritual root gave off a hint of warmth today.
Probably just from sitting in the sun.",confused,5,0,9
report_238,,1,,武者,今日修仙日报,Today's Cultivation Report,"今日炼丹，全程小心谨慎。
小心到最后忘了倒材料。","Was extremely careful through the alchemy process today.
So careful I forgot to add the ingredients at the end.",alchemy,9,1,10
alch_01_herb_found,chain_alchemy,1,alch_02_herb_study,,发现奇怪的草药,Found a Strange Herb,路边长着一株从没见过的草药，叶子的颜色不太对劲。,A strange herb grows by the roadside. The leaves are an unsettling color.,happy,10,0,40,,,,,,,,,,,,
alch_02_herb_study,chain_alchemy,2,alch_03_attempt,,研究草药,Studying the Herb,翻遍了所有炼丹笔记，依然没认出这是什么草药，但看起来应该没毒（大概）。,Flipped through every alchemy note he owns. Still can't identify it. Probably not poisonous. Probably.,meditate,5,0,1,,,,,,,,,,bad_feeling,2,
alch_03_attempt,chain_alchemy,3,,,决定试着炼一炉丹,Decides to Attempt Alchemy,管不了那么多了，丢进丹炉里试试看。,Enough deliberation - into the furnace it goes.,alchemy,0,0,1,alch_04_explode|alch_04_success,60|40,,,1,,,,,,,
alch_04_explode,chain_alchemy,4,,,丹炉炸了,The Furnace Explodes,一声巨响，丹炉裂成了三块，眉毛也烧掉了一半。,A deafening bang. The furnace splits into three pieces. He loses half an eyebrow.,confused,-20,0,1,,,luck<50,furnace_shy,,ach_first_explosion,那株来路不明的草药，最终把丹炉变成了三块碎片，也带走了半边眉毛。,"That unidentified herb ended up turning the furnace into three pieces, and half an eyebrow along with it.",true,,,bad_feeling
alch_04_success,chain_alchemy,4,,,意外炼成,Unexpectedly Successful,丹炉稳稳当当，竟然真的炼出了一颗成色不错的丹药。,The furnace somehow holds and produces a surprisingly decent pill.,happy,40,5,1,,,,alchemy_talent,,,那株来路不明的草药，意外炼出了这一世第一颗像样的丹药。,That unidentified herb unexpectedly produced this life's first decent pill.,true,,,
combat_01_beast_sighted,chain_combat,1,,武者,发现野兽踪迹,Spots a Beast's Trail,在山林间发现了不明野兽留下的爪痕。,Finds strange claw marks in the forest underbrush.,confused,0,0,25,combat_02_flee|combat_02_fight,50|50,,,0,
combat_02_flee,chain_combat,2,,,选择撤退,Chooses to Retreat,权衡了一下，觉得保命比逞英雄重要。,Weighs the odds and decides survival beats heroics.,confused,0,0,1,,,luck<40,cautious_fighter,,
combat_02_fight,chain_combat,2,,,迎战,Engages the Beast,豁出去了，正面迎了上去。,Throws caution aside and charges in.,workout,0,0,1,combat_03_win|combat_03_hurt,70|30,,,0,
combat_03_win,chain_combat,3,,武者,击退野兽,Drives Off the Beast,一番激战后，野兽狼狈逃窜。,"After a fierce clash, the beast flees in disarray.",happy,25,3,1,,,realm>=3,,,ach_beast_slayer
combat_03_hurt,chain_combat,3,,,带伤而归,Returns Wounded,虽然赶走了野兽，但也挂了一身伤。,"Drove the beast off, but not without scars.",confused,-15,0,1,,,,scarred,,
social_01_merchant_favor,chain_social,1,social_02_debt_owed,,商人求助,A Merchant Asks a Favor,路过的商人遇上麻烦，开口借了一笔灵石。,A passing merchant runs into trouble and asks to borrow some spirit stones.,normal,0,-10,20,,,job:merchant,,,
social_02_debt_owed,chain_social,2,,,欠下人情,A Debt Is Owed,商人承诺日后归还，但日子一天天过去。,The merchant promises to repay - but the days keep passing.,confused,0,0,1,social_03_repaid|social_03_ignored,50|50,,owes_debt,3,
social_03_repaid,chain_social,3,,,商人还钱,The Merchant Repays,商人竟真的信守承诺，连本带利还了灵石。,"The merchant actually keeps his word, repaying with interest.",happy,0,15,1,,,stone>=50,,,ach_honest_cultivator
social_03_ignored,chain_social,3,,,不了了之,The Debt Goes Unpaid,商人不知去向，这笔账只能算了。,The merchant is nowhere to be found. The debt quietly dies.,confused,0,0,1,,,,owes_debt_unpaid,,
fortune_01_strange_dream,chain_fortune,1,,,做了一个奇怪的梦,A Strange Dream,梦里有声音在低语，醒来后记不清内容，只剩下莫名的情绪。,"A voice whispers in the dream. Waking up, only a vague feeling remains.",sleepy,0,0,15,fortune_02_good|fortune_02_bad|fortune_02_neutral,1|1|1,,,1,
fortune_02_good,chain_fortune,2,,,吉兆,A Good Omen,梦中的预感成真，修炼时灵光一闪。,The dream's premonition comes true - a flash of insight strikes mid-cultivation.,happy,0,0,1,,,luck>=70,blessed_dream,,
fortune_02_bad,chain_fortune,2,,,凶兆,A Bad Omen,梦中的不安挥之不去，修炼时险些出岔子。,The dream's unease lingers - cultivation nearly goes badly wrong.,confused,0,0,1,,,luck<30,cursed_dream,,
fortune_02_neutral,chain_fortune,2,,,似乎只是个梦,"Just a Dream, After All",想了半天，大概真的只是个梦而已。,"After much thought, it really does seem like just a dream.",normal,0,0,1,,,,,,
